txn_id,date,month,supplier_id,category_id,amount_eur,on_contract_flag,po_flag
TX0001787,2025-05-06,2025-05,SUP069,CAT06,73833.1,0,1
TX0001788,2025-05-10,2025-05,SUP069,CAT06,592159.73,0,1
TX0001789,2025-05-25,2025-05,SUP069,CAT06,223665.5,0,0
TX0001790,2025-05-17,2025-05,SUP069,CAT06,287193.67,0,1
TX0001791,2025-05-16,2025-05,SUP067,CAT06,40158.35,1,1
TX0001792,2025-05-01,2025-05,SUP074,CAT06,267885.18,1,1
TX0001793,2025-05-13,2025-05,SUP069,CAT06,523439.27,1,1
TX0001794,2025-05-17,2025-05,SUP069,CAT06,150371.52,1,1
TX0001795,2025-05-23,2025-05,SUP069,CAT06,193290.34,1,1
TX0001796,2025-05-14,2025-05,SUP067,CAT06,221940.27,0,1
TX0001797,2025-05-03,2025-05,SUP050,CAT06,213394.11,1,0
TX0001798,2025-05-02,2025-05,SUP069,CAT06,123618.39,1,1
TX0001799,2025-05-20,2025-05,SUP020,CAT06,86816.11,1,1
TX0001800,2025-05-05,2025-05,SUP050,CAT06,246459.21,1,1
TX0001801,2025-05-24,2025-05,SUP067,CAT06,85518.18,1,1
TX0001802,2025-05-23,2025-05,SUP067,CAT06,498715.31,1,1
TX0001803,2025-05-19,2025-05,SUP067,CAT06,185470.3,1,1
TX0001804,2025-05-25,2025-05,SUP038,CAT06,391306.22,1,1
TX0001805,2025-05-06,2025-05,SUP020,CAT06,386676.15,1,1
TX0001806,2025-05-05,2025-05,SUP045,CAT06,84263.99,1,1
TX0001807,2025-05-23,2025-05,SUP050,CAT06,329935.47,0,1
TX0001808,2025-05-02,2025-05,SUP020,CAT06,463534.22,0,1
TX0001809,2025-05-09,2025-05,SUP069,CAT06,460099.45,0,1
TX0001810,2025-05-18,2025-05,SUP050,CAT06,80199.04,1,1
TX0001811,2025-05-22,2025-05,SUP050,CAT06,314664.9,1,1
TX0001812,2025-06-18,2025-06,SUP006,CAT01,1029922.58,1,1
TX0001813,2025-06-26,2025-06,SUP066,CAT01,635067.58,1,1
TX0001814,2025-06-23,2025-06,SUP010,CAT01,399597.0,1,1
TX0001815,2025-06-07,2025-06,SUP005,CAT01,169283.18,1,1
TX0001816,2025-06-19,2025-06,SUP054,CAT01,221267.6,1,1
TX0001817,2025-06-12,2025-06,SUP066,CAT01,2254282.9,1,1
TX0001818,2025-06-24,2025-06,SUP022,CAT01,614310.06,0,0
TX0001819,2025-06-12,2025-06,SUP026,CAT01,1041446.9,1,1
TX0001820,2025-06-19,2025-06,SUP022,CAT01,681128.97,0,1
TX0001821,2025-06-10,2025-06,SUP017,CAT01,2292140.98,1,1
TX0001822,2025-06-21,2025-06,SUP065,CAT01,401325.83,1,1
TX0001823,2025-06-05,2025-06,SUP066,CAT01,834318.87,1,1
TX0001824,2025-06-13,2025-06,SUP017,CAT01,525926.0,1,1
TX0001825,2025-06-17,2025-06,SUP017,CAT01,1607018.22,1,1
TX0001826,2025-06-03,2025-06,SUP017,CAT01,1033294.72,1,1
TX0001827,2025-06-26,2025-06,SUP005,CAT01,810982.47,1,1
TX0001828,2025-06-19,2025-06,SUP017,CAT01,252588.96,1,1
TX0001829,2025-06-01,2025-06,SUP004,CAT01,2989333.41,1,1
TX0001830,2025-06-27,2025-06,SUP066,CAT01,696904.15,1,1
TX0001831,2025-06-01,2025-06,SUP017,CAT01,343460.78,0,1
TX0001832,2025-06-20,2025-06,SUP046,CAT01,170132.18,1,1
TX0001833,2025-06-08,2025-06,SUP021,CAT02,145381.33,0,0
TX0001834,2025-06-14,2025-06,SUP035,CAT02,395904.12,0,1
TX0001835,2025-06-05,2025-06,SUP025,CAT02,95119.47,1,1
TX0001836,2025-06-27,2025-06,SUP021,CAT02,279628.05,0,1
TX0001837,2025-06-22,2025-06,SUP062,CAT02,30850.82,1,1
TX0001838,2025-06-12,2025-06,SUP035,CAT02,112311.96,1,1
TX0001839,2025-06-25,2025-06,SUP035,CAT02,175718.66,0,1
TX0001840,2025-06-08,2025-06,SUP052,CAT02,774688.96,1,1
TX0001841,2025-06-05,2025-06,SUP035,CAT02,764443.21,0,1
TX0001842,2025-06-23,2025-06,SUP025,CAT02,474968.55,1,1
TX0001843,2025-06-22,2025-06,SUP021,CAT02,274368.62,0,1
TX0001844,2025-06-03,2025-06,SUP021,CAT02,808167.94,1,1
TX0001845,2025-06-18,2025-06,SUP025,CAT02,432483.59,1,1
TX0001846,2025-06-03,2025-06,SUP032,CAT02,777180.98,1,1
TX0001847,2025-06-13,2025-06,SUP035,CAT02,491298.42,0,0
TX0001848,2025-06-04,2025-06,SUP025,CAT02,62215.2,1,1
TX0001849,2025-06-25,2025-06,SUP035,CAT02,24521.28,1,1
TX0001850,2025-06-22,2025-06,SUP052,CAT02,251762.48,1,1
TX0001851,2025-06-06,2025-06,SUP063,CAT02,662447.01,1,1
TX0001852,2025-06-09,2025-06,SUP025,CAT02,221263.35,1,0
TX0001853,2025-06-17,2025-06,SUP055,CAT02,917423.52,1,1
TX0001854,2025-06-19,2025-06,SUP035,CAT02,620444.5,1,1
TX0001855,2025-06-20,2025-06,SUP016,CAT02,862486.19,1,1
TX0001856,2025-06-14,2025-06,SUP025,CAT02,257720.88,0,0
TX0001857,2025-06-11,2025-06,SUP021,CAT02,148000.89,0,0
TX0001858,2025-06-27,2025-06,SUP047,CAT03,469032.52,1,1
TX0001859,2025-06-19,2025-06,SUP060,CAT03,17973.01,0,1
TX0001860,2025-06-08,2025-06,SUP060,CAT03,422921.44,0,1
TX0001861,2025-06-27,2025-06,SUP036,CAT03,597007.17,1,1
TX0001862,2025-06-04,2025-06,SUP060,CAT03,323019.49,0,0
TX0001863,2025-06-22,2025-06,SUP014,CAT03,311379.06,1,1
TX0001864,2025-06-23,2025-06,SUP047,CAT03,96986.66,1,1
TX0001865,2025-06-27,2025-06,SUP008,CAT03,111327.96,1,1
TX0001866,2025-06-05,2025-06,SUP039,CAT03,157245.16,1,1
TX0001867,2025-06-05,2025-06,SUP047,CAT03,59271.06,1,1
TX0001868,2025-06-20,2025-06,SUP008,CAT03,103808.94,0,1
TX0001869,2025-06-17,2025-06,SUP039,CAT03,240435.08,1,1
TX0001870,2025-06-09,2025-06,SUP053,CAT03,149134.66,1,0
TX0001871,2025-06-10,2025-06,SUP053,CAT03,257087.95,1,1
TX0001872,2025-06-13,2025-06,SUP008,CAT03,467806.06,1,1
TX0001873,2025-06-02,2025-06,SUP008,CAT03,255556.18,1,1
TX0001874,2025-06-01,2025-06,SUP036,CAT03,313975.2,1,1
TX0001875,2025-06-21,2025-06,SUP064,CAT03,41875.62,1,1
TX0001876,2025-06-12,2025-06,SUP064,CAT03,461959.5,1,1
TX0001877,2025-06-10,2025-06,SUP019,CAT03,40555.94,1,1
TX0001878,2025-06-19,2025-06,SUP053,CAT03,140226.3,1,1
TX0001879,2025-06-10,2025-06,SUP051,CAT03,78246.73,1,1
TX0001880,2025-06-26,2025-06,SUP073,CAT03,26746.3,1,1
TX0001881,2025-06-16,2025-06,SUP008,CAT03,245365.85,0,0
TX0001882,2025-06-18,2025-06,SUP047,CAT03,334319.87,1,1
TX0001883,2025-06-09,2025-06,SUP053,CAT03,607610.44,1,1
TX0001884,2025-06-26,2025-06,SUP019,CAT03,273119.25,1,1
TX0001885,2025-06-18,2025-06,SUP008,CAT03,103206.59,1,1
TX0001886,2025-06-20,2025-06,SUP049,CAT04,215163.73,1,1
TX0001887,2025-06-19,2025-06,SUP037,CAT04,135664.8,1,1
TX0001888,2025-06-12,2025-06,SUP071,CAT04,111629.98,1,1
TX0001889,2025-06-06,2025-06,SUP018,CAT04,64272.2,1,1
TX0001890,2025-06-17,2025-06,SUP018,CAT04,156098.57,1,1
TX0001891,2025-06-05,2025-06,SUP018,CAT04,337094.05,1,1
TX0001892,2025-06-23,2025-06,SUP049,CAT04,37934.17,1,1
TX0001893,2025-06-15,2025-06,SUP049,CAT04,272334.0,0,0
TX0001894,2025-06-22,2025-06,SUP012,CAT04,233062.15,1,0
TX0001895,2025-06-27,2025-06,SUP037,CAT04,131158.68,1,1
TX0001896,2025-06-19,2025-06,SUP037,CAT04,173077.6,1,1
TX0001897,2025-06-22,2025-06,SUP071,CAT04,172620.99,1,1
TX0001898,2025-06-11,2025-06,SUP018,CAT04,87139.6,1,1
TX0001899,2025-06-08,2025-06,SUP018,CAT04,145461.47,1,1
TX0001900,2025-06-17,2025-06,SUP049,CAT04,29524.84,1,1
TX0001901,2025-06-05,2025-06,SUP049,CAT04,70839.15,1,1
TX0001902,2025-06-25,2025-06,SUP071,CAT04,61406.7,0,1
TX0001903,2025-06-18,2025-06,SUP049,CAT04,186614.86,1,1
TX0001904,2025-06-13,2025-06,SUP071,CAT04,34528.03,1,1
TX0001905,2025-06-11,2025-06,SUP024,CAT04,155056.48,1,1
TX0001906,2025-06-04,2025-06,SUP037,CAT04,111622.43,1,1
TX0001907,2025-06-25,2025-06,SUP071,CAT04,175656.71,1,1
TX0001908,2025-06-12,2025-06,SUP018,CAT04,142815.66,1,0
TX0001909,2025-06-16,2025-06,SUP071,CAT04,469258.73,1,1
TX0001910,2025-06-21,2025-06,SUP012,CAT04,119758.91,1,1
TX0001911,2025-06-11,2025-06,SUP037,CAT04,73362.62,1,1
TX0001912,2025-06-05,2025-06,SUP018,CAT04,102353.41,1,1
TX0001913,2025-06-26,2025-06,SUP049,CAT04,141686.43,1,1
TX0001914,2025-06-20,2025-06,SUP071,CAT04,314737.79,1,1
TX0001915,2025-06-20,2025-06,SUP018,CAT04,162389.85,1,1
TX0001916,2025-06-07,2025-06,SUP018,CAT04,51673.22,1,1
TX0001917,2025-06-05,2025-06,SUP037,CAT04,913335.51,1,1
TX0001918,2025-06-13,2025-06,SUP003,CAT05,678688.49,1,1
TX0001919,2025-06-14,2025-06,SUP078,CAT05,496844.72,1,1
TX0001920,2025-06-19,2025-06,SUP078,CAT05,254863.68,1,1
TX0001921,2025-06-22,2025-06,SUP077,CAT05,154488.14,0,1
TX0001922,2025-06-12,2025-06,SUP048,CAT05,615914.21,1,1
TX0001923,2025-06-17,2025-06,SUP048,CAT05,203963.61,1,1
TX0001924,2025-06-16,2025-06,SUP056,CAT05,633028.15,1,1
TX0001925,2025-06-04,2025-06,SUP048,CAT05,393558.61,1,1
TX0001926,2025-06-06,2025-06,SUP001,CAT05,1725563.6,0,0
TX0001927,2025-06-10,2025-06,SUP077,CAT05,605374.16,0,1
TX0001928,2025-06-02,2025-06,SUP077,CAT05,241935.6,1,1
TX0001929,2025-06-20,2025-06,SUP078,CAT05,54233.67,1,1
TX0001930,2025-06-16,2025-06,SUP056,CAT05,136570.68,1,1
TX0001931,2025-06-05,2025-06,SUP048,CAT05,245225.83,0,1
TX0001932,2025-06-20,2025-06,SUP070,CAT05,432507.35,1,1
TX0001933,2025-06-05,2025-06,SUP048,CAT05,326152.69,1,1
TX0001934,2025-06-17,2025-06,SUP077,CAT05,115062.02,0,0
TX0001935,2025-06-12,2025-06,SUP078,CAT05,255284.01,0,1
TX0001936,2025-06-08,2025-06,SUP048,CAT05,255807.43,1,1
TX0001937,2025-06-02,2025-06,SUP067,CAT06,68639.44,1,1
TX0001938,2025-06-24,2025-06,SUP020,CAT06,144469.98,1,1
TX0001939,2025-06-18,2025-06,SUP067,CAT06,184782.01,1,1
TX0001940,2025-06-26,2025-06,SUP069,CAT06,40885.2,0,0
TX0001941,2025-06-14,2025-06,SUP038,CAT06,183937.88,1,1
TX0001942,2025-06-05,2025-06,SUP067,CAT06,133697.87,1,1
TX0001943,2025-06-16,2025-06,SUP020,CAT06,950688.66,1,1
TX0001944,2025-06-03,2025-06,SUP069,CAT06,174008.5,1,1
TX0001945,2025-06-19,2025-06,SUP069,CAT06,497586.33,1,1
TX0001946,2025-06-07,2025-06,SUP067,CAT06,251086.08,0,0
TX0001947,2025-06-10,2025-06,SUP069,CAT06,157840.96,0,0
TX0001948,2025-06-17,2025-06,SUP020,CAT06,448152.72,0,1
TX0001949,2025-06-01,2025-06,SUP069,CAT06,59292.33,0,1
TX0001950,2025-06-09,2025-06,SUP069,CAT06,120733.94,1,1
TX0001951,2025-06-02,2025-06,SUP020,CAT06,330875.71,1,1
TX0001952,2025-06-19,2025-06,SUP069,CAT06,14875.72,0,1
TX0001953,2025-06-14,2025-06,SUP020,CAT06,169522.9,1,1
TX0001954,2025-06-10,2025-06,SUP069,CAT06,168384.77,0,0
TX0001955,2025-06-04,2025-06,SUP033,CAT06,212137.17,0,1
TX0001956,2025-06-20,2025-06,SUP069,CAT06,145757.86,0,1
TX0001957,2025-06-20,2025-06,SUP020,CAT06,321440.71,1,1
TX0001958,2025-06-14,2025-06,SUP020,CAT06,89892.62,0,0
TX0001959,2025-06-17,2025-06,SUP067,CAT06,353575.87,1,1
TX0001960,2025-06-05,2025-06,SUP076,CAT06,66697.59,1,1
TX0001961,2025-06-19,2025-06,SUP050,CAT06,224841.6,0,0
TX0001962,2025-06-07,2025-06,SUP068,CAT06,412107.75,0,0
TX0001963,2025-06-03,2025-06,SUP067,CAT06,82921.86,0,1
TX0001964,2025-06-14,2025-06,SUP069,CAT06,102212.94,0,0
TX0001965,2025-06-15,2025-06,SUP050,CAT06,362258.88,1,1
TX0001966,2025-06-19,2025-06,SUP067,CAT06,201183.72,1,1
TX0001967,2025-06-24,2025-06,SUP069,CAT06,32710.41,1,1
TX0001968,2025-07-15,2025-07,SUP022,CAT01,825182.18,1,1
TX0001969,2025-07-03,2025-07,SUP015,CAT01,947028.96,1,1
TX0001970,2025-07-13,2025-07,SUP022,CAT01,723739.05,1,1
TX0001971,2025-07-05,2025-07,SUP046,CAT01,618405.42,1,1
TX0001972,2025-07-05,2025-07,SUP022,CAT01,108350.57,0,1
TX0001973,2025-07-13,2025-07,SUP066,CAT01,1312057.74,1,1
TX0001974,2025-07-01,2025-07,SUP022,CAT01,211552.61,1,1
TX0001975,2025-07-07,2025-07,SUP022,CAT01,499899.4,0,0
TX0001976,2025-07-01,2025-07,SUP066,CAT01,870301.18,1,1
TX0001977,2025-07-05,2025-07,SUP022,CAT01,252377.19,1,0
TX0001978,2025-07-22,2025-07,SUP022,CAT01,617866.28,0,0
TX0001979,2025-07-06,2025-07,SUP009,CAT01,1209196.9,1,1
TX0001980,2025-07-20,2025-07,SUP022,CAT01,490344.52,0,1
TX0001981,2025-07-05,2025-07,SUP022,CAT01,626091.09,1,1
TX0001982,2025-07-15,2025-07,SUP015,CAT01,303006.0,1,1
TX0001983,2025-07-24,2025-07,SUP030,CAT01,539663.36,1,1
TX0001984,2025-07-01,2025-07,SUP010,CAT01,217557.52,1,1
TX0001985,2025-07-21,2025-07,SUP017,CAT01,795548.71,1,1
TX0001986,2025-07-07,2025-07,SUP029,CAT01,169162.41,1,1
TX0001987,2025-07-16,2025-07,SUP017,CAT01,406178.39,1,1
TX0001988,2025-07-09,2025-07,SUP046,CAT01,708407.9,1,1
TX0001989,2025-07-21,2025-07,SUP046,CAT01,585565.06,1,1
TX0001990,2025-07-15,2025-07,SUP017,CAT01,906251.06,1,1
TX0001991,2025-07-11,2025-07,SUP006,CAT01,627697.19,1,1
TX0001992,2025-07-09,2025-07,SUP022,CAT01,107861.18,0,0
TX0001993,2025-07-18,2025-07,SUP006,CAT01,248280.54,1,1
TX0001994,2025-07-27,2025-07,SUP022,CAT01,682649.66,0,1
TX0001995,2025-07-06,2025-07,SUP057,CAT01,1437916.38,1,1
TX0001996,2025-07-20,2025-07,SUP046,CAT01,1265077.55,1,1
TX0001997,2025-07-09,2025-07,SUP035,CAT02,291898.58,0,1
TX0001998,2025-07-24,2025-07,SUP035,CAT02,1109881.35,0,1
TX0001999,2025-07-04,2025-07,SUP035,CAT02,376111.36,1,1
TX0002000,2025-07-19,2025-07,SUP062,CAT02,305934.18,1,1
TX0002001,2025-07-14,2025-07,SUP035,CAT02,426039.88,1,1
TX0002002,2025-07-03,2025-07,SUP052,CAT02,324474.89,1,1
TX0002003,2025-07-19,2025-07,SUP035,CAT02,395288.45,1,1
TX0002004,2025-07-07,2025-07,SUP021,CAT02,307441.68,0,1
TX0002005,2025-07-21,2025-07,SUP042,CAT02,557087.53,1,1
TX0002006,2025-07-18,2025-07,SUP035,CAT02,149625.08,1,1
TX0002007,2025-07-02,2025-07,SUP035,CAT02,94936.27,1,1
TX0002008,2025-07-13,2025-07,SUP021,CAT02,348043.41,1,0
TX0002009,2025-07-06,2025-07,SUP025,CAT02,416606.99,1,1
TX0002010,2025-07-24,2025-07,SUP055,CAT02,228473.28,1,1
TX0002011,2025-07-14,2025-07,SUP021,CAT02,329277.19,1,1
TX0002012,2025-07-15,2025-07,SUP002,CAT02,51357.06,1,1
TX0002013,2025-07-11,2025-07,SUP021,CAT02,299340.65,0,1
TX0002014,2025-07-03,2025-07,SUP035,CAT02,129526.08,1,1
TX0002015,2025-07-16,2025-07,SUP052,CAT02,106916.29,1,1
TX0002016,2025-07-14,2025-07,SUP035,CAT02,222978.63,0,1
TX0002017,2025-07-19,2025-07,SUP059,CAT02,133078.36,1,1
TX0002018,2025-07-17,2025-07,SUP032,CAT02,366468.98,1,1
TX0002019,2025-07-05,2025-07,SUP025,CAT02,535686.96,1,1
TX0002020,2025-07-26,2025-07,SUP021,CAT02,338938.28,1,1
TX0002021,2025-07-11,2025-07,SUP021,CAT02,67658.93,1,1
TX0002022,2025-07-27,2025-07,SUP035,CAT02,156339.5,1,1
TX0002023,2025-07-03,2025-07,SUP016,CAT02,442638.29,1,1
TX0002024,2025-07-07,2025-07,SUP021,CAT02,117411.81,1,1
TX0002025,2025-07-10,2025-07,SUP055,CAT02,689892.26,1,0
TX0002026,2025-07-08,2025-07,SUP035,CAT02,86454.65,1,1
TX0002027,2025-07-09,2025-07,SUP013,CAT02,289425.14,1,1
TX0002028,2025-07-09,2025-07,SUP036,CAT03,237302.59,0,1
TX0002029,2025-07-17,2025-07,SUP019,CAT03,117222.39,1,1
TX0002030,2025-07-23,2025-07,SUP036,CAT03,226804.99,1,1
TX0002031,2025-07-07,2025-07,SUP064,CAT03,239574.17,1,0
TX0002032,2025-07-26,2025-07,SUP008,CAT03,152009.02,1,1
TX0002033,2025-07-04,2025-07,SUP036,CAT03,239636.19,1,1
TX0002034,2025-07-04,2025-07,SUP014,CAT03,69185.94,0,1
TX0002035,2025-07-04,2025-07,SUP039,CAT03,156940.73,1,1
TX0002036,2025-07-06,2025-07,SUP008,CAT03,492930.68,1,1
TX0002037,2025-07-08,2025-07,SUP060,CAT03,492352.32,1,1
TX0002038,2025-07-25,2025-07,SUP008,CAT03,105736.38,0,0
TX0002039,2025-07-21,2025-07,SUP053,CAT03,210053.63,1,1
TX0002040,2025-07-12,2025-07,SUP014,CAT03,92233.18,0,0
TX0002041,2025-07-19,2025-07,SUP040,CAT03,161152.45,1,1
TX0002042,2025-07-25,2025-07,SUP014,CAT03,218614.06,1,1
TX0002043,2025-07-10,2025-07,SUP053,CAT03,324097.96,1,1
TX0002044,2025-07-11,2025-07,SUP064,CAT03,284063.96,1,1
TX0002045,2025-07-14,2025-07,SUP014,CAT03,261460.12,1,1
TX0002046,2025-07-09,2025-07,SUP064,CAT03,354765.9,1,1
TX0002047,2025-07-11,2025-07,SUP036,CAT03,249268.15,1,1
TX0002048,2025-07-22,2025-07,SUP047,CAT03,371335.38,1,1
TX0002049,2025-07-27,2025-07,SUP053,CAT03,260641.45,1,1
TX0002050,2025-07-11,2025-07,SUP014,CAT03,157233.2,0,0
TX0002051,2025-07-12,2025-07,SUP039,CAT03,115340.73,1,1
TX0002052,2025-07-18,2025-07,SUP008,CAT03,379183.22,1,1
TX0002053,2025-07-24,2025-07,SUP053,CAT03,27418.72,1,0
TX0002054,2025-07-12,2025-07,SUP039,CAT03,244189.94,1,1
TX0002055,2025-07-10,2025-07,SUP064,CAT03,150437.04,0,0
TX0002056,2025-07-17,2025-07,SUP019,CAT03,72303.52,1,1
TX0002057,2025-07-27,2025-07,SUP018,CAT04,87476.7,1,1
TX0002058,2025-07-23,2025-07,SUP037,CAT04,612725.39,1,1
TX0002059,2025-07-13,2025-07,SUP049,CAT04,74045.11,1,1
TX0002060,2025-07-11,2025-07,SUP071,CAT04,279378.84,1,1
TX0002061,2025-07-18,2025-07,SUP049,CAT04,80411.71,1,1
TX0002062,2025-07-04,2025-07,SUP018,CAT04,89199.89,1,1
TX0002063,2025-07-26,2025-07,SUP018,CAT04,859560.18,1,0
TX0002064,2025-07-16,2025-07,SUP049,CAT04,164650.42,1,1
TX0002065,2025-07-13,2025-07,SUP018,CAT04,49344.2,1,1
TX0002066,2025-07-15,2025-07,SUP071,CAT04,287602.45,1,1
TX0002067,2025-07-19,2025-07,SUP071,CAT04,401143.33,1,1
TX0002068,2025-07-20,2025-07,SUP071,CAT04,306066.53,0,1
TX0002069,2025-07-08,2025-07,SUP024,CAT04,153897.42,1,1
TX0002070,2025-07-18,2025-07,SUP071,CAT04,157878.71,1,1
TX0002071,2025-07-06,2025-07,SUP049,CAT04,116141.03,1,1
TX0002072,2025-07-16,2025-07,SUP018,CAT04,66224.3,1,1
TX0002073,2025-07-18,2025-07,SUP018,CAT04,223595.7,1,1
TX0002074,2025-07-24,2025-07,SUP018,CAT04,148115.22,1,1
TX0002075,2025-07-15,2025-07,SUP037,CAT04,54447.94,1,1
TX0002076,2025-07-25,2025-07,SUP071,CAT04,167739.3,1,1
TX0002077,2025-07-11,2025-07,SUP071,CAT04,99931.9,1,1
TX0002078,2025-07-11,2025-07,SUP024,CAT04,215239.94,1,1
TX0002079,2025-07-14,2025-07,SUP037,CAT04,200140.32,1,1
TX0002080,2025-07-03,2025-07,SUP018,CAT04,132413.23,1,1
TX0002081,2025-07-02,2025-07,SUP018,CAT04,173771.94,1,1
TX0002082,2025-07-23,2025-07,SUP018,CAT04,185098.33,1,1
TX0002083,2025-07-25,2025-07,SUP078,CAT05,369760.15,0,1
TX0002084,2025-07-21,2025-07,SUP048,CAT05,76131.39,1,1
TX0002085,2025-07-13,2025-07,SUP048,CAT05,18290.98,1,1
TX0002086,2025-07-12,2025-07,SUP056,CAT05,404249.51,1,1
TX0002087,2025-07-11,2025-07,SUP078,CAT05,100617.08,0,1
TX0002088,2025-07-07,2025-07,SUP078,CAT05,1105799.07,0,1
TX0002089,2025-07-11,2025-07,SUP048,CAT05,50758.55,1,1
TX0002090,2025-07-23,2025-07,SUP077,CAT05,359153.92,1,1
TX0002091,2025-07-16,2025-07,SUP078,CAT05,234194.27,1,1
TX0002092,2025-07-23,2025-07,SUP078,CAT05,56792.09,1,1
TX0002093,2025-07-13,2025-07,SUP056,CAT05,233153.4,1,0
TX0002094,2025-07-21,2025-07,SUP078,CAT05,111603.7,1,1
TX0002095,2025-07-05,2025-07,SUP077,CAT05,190710.8,0,1
TX0002096,2025-07-05,2025-07,SUP048,CAT05,192728.24,1,1
TX0002097,2025-07-25,2025-07,SUP003,CAT05,112957.32,1,1
TX0002098,2025-07-19,2025-07,SUP048,CAT05,153439.87,1,1
TX0002099,2025-07-02,2025-07,SUP003,CAT05,104054.21,1,1
TX0002100,2025-07-11,2025-07,SUP056,CAT05,36608.48,1,1
TX0002101,2025-07-01,2025-07,SUP078,CAT05,219209.27,1,1
TX0002102,2025-07-23,2025-07,SUP078,CAT05,497377.19,1,1
TX0002103,2025-07-19,2025-07,SUP001,CAT05,109348.05,0,0
TX0002104,2025-07-11,2025-07,SUP003,CAT05,666247.27,1,0
TX0002105,2025-07-27,2025-07,SUP077,CAT05,757501.49,1,1
TX0002106,2025-07-05,2025-07,SUP070,CAT05,143343.74,1,0
TX0002107,2025-07-22,2025-07,SUP048,CAT05,171224.59,1,1
TX0002108,2025-07-02,2025-07,SUP078,CAT05,145603.75,0,1
TX0002109,2025-07-05,2025-07,SUP048,CAT05,77197.7,0,1
TX0002110,2025-07-14,2025-07,SUP003,CAT05,171861.66,1,1
TX0002111,2025-07-07,2025-07,SUP078,CAT05,157259.92,1,1
TX0002112,2025-07-08,2025-07,SUP077,CAT05,216438.62,1,1
TX0002113,2025-07-09,2025-07,SUP056,CAT05,225181.06,0,0
TX0002114,2025-07-01,2025-07,SUP078,CAT05,71938.66,0,1
TX0002115,2025-07-23,2025-07,SUP067,CAT06,313969.11,1,1
TX0002116,2025-07-26,2025-07,SUP069,CAT06,196321.28,1,1
TX0002117,2025-07-21,2025-07,SUP069,CAT06,169405.72,0,0
TX0002118,2025-07-04,2025-07,SUP050,CAT06,365160.54,1,1
TX0002119,2025-07-05,2025-07,SUP069,CAT06,321666.39,1,1
TX0002120,2025-07-04,2025-07,SUP020,CAT06,574315.94,0,1
TX0002121,2025-07-18,2025-07,SUP067,CAT06,171751.07,1,1
TX0002122,2025-07-23,2025-07,SUP020,CAT06,158536.23,1,1
TX0002123,2025-07-23,2025-07,SUP020,CAT06,423283.92,1,1
TX0002124,2025-07-11,2025-07,SUP020,CAT06,487476.3,1,0
TX0002125,2025-07-13,2025-07,SUP020,CAT06,1154857.01,1,1
TX0002126,2025-07-07,2025-07,SUP069,CAT06,52305.56,0,0
TX0002127,2025-07-08,2025-07,SUP067,CAT06,687418.87,1,1
TX0002128,2025-07-25,2025-07,SUP069,CAT06,294759.52,0,1
TX0002129,2025-07-19,2025-07,SUP067,CAT06,179919.56,1,1
TX0002130,2025-07-01,2025-07,SUP069,CAT06,368640.26,1,1
TX0002131,2025-07-03,2025-07,SUP038,CAT06,359514.78,1,1
TX0002132,2025-07-08,2025-07,SUP067,CAT06,184185.94,0,1
TX0002133,2025-08-09,2025-08,SUP029,CAT01,50447.48,1,0
TX0002134,2025-08-15,2025-08,SUP046,CAT01,1909147.83,1,1
TX0002135,2025-08-04,2025-08,SUP046,CAT01,1830148.82,1,1
TX0002136,2025-08-26,2025-08,SUP017,CAT01,530633.26,1,1
TX0002137,2025-08-20,2025-08,SUP029,CAT01,553619.47,1,1
TX0002138,2025-08-19,2025-08,SUP022,CAT01,1520733.28,0,1
TX0002139,2025-08-25,2025-08,SUP046,CAT01,191989.17,1,1
TX0002140,2025-08-19,2025-08,SUP027,CAT01,261634.19,1,1
TX0002141,2025-08-06,2025-08,SUP015,CAT01,1583823.0,1,1
TX0002142,2025-08-27,2025-08,SUP057,CAT01,431990.3,1,1
TX0002143,2025-08-22,2025-08,SUP022,CAT01,230242.16,1,1
TX0002144,2025-08-06,2025-08,SUP029,CAT01,774029.27,1,1
TX0002145,2025-08-17,2025-08,SUP046,CAT01,322077.74,1,1
TX0002146,2025-08-10,2025-08,SUP046,CAT01,1405401.53,0,1
TX0002147,2025-08-16,2025-08,SUP065,CAT01,602139.35,1,1
TX0002148,2025-08-08,2025-08,SUP017,CAT01,332965.65,0,1
TX0002149,2025-08-27,2025-08,SUP010,CAT01,348339.18,1,1
TX0002150,2025-08-24,2025-08,SUP046,CAT01,747699.34,0,0
TX0002151,2025-08-27,2025-08,SUP017,CAT01,474514.8,1,1
TX0002152,2025-08-08,2025-08,SUP010,CAT01,426753.89,1,1
TX0002153,2025-08-01,2025-08,SUP010,CAT01,945593.72,1,1
TX0002154,2025-08-13,2025-08,SUP017,CAT01,1534757.86,1,1
TX0002155,2025-08-18,2025-08,SUP080,CAT01,855482.77,1,1
TX0002156,2025-08-06,2025-08,SUP010,CAT01,301019.56,0,0
TX0002157,2025-08-17,2025-08,SUP017,CAT01,217664.37,1,1
TX0002158,2025-08-05,2025-08,SUP011,CAT02,197362.82,1,1
TX0002159,2025-08-09,2025-08,SUP035,CAT02,345713.97,1,1
TX0002160,2025-08-17,2025-08,SUP061,CAT02,255981.96,1,1
TX0002161,2025-08-04,2025-08,SUP055,CAT02,145216.19,1,1
TX0002162,2025-08-20,2025-08,SUP021,CAT02,468029.24,1,1
